Sample_Name	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
Cystobacter_fuscus	15	0	9	24	12	13	20	22	16	17	21	22
Nocardia_unclassified	15	3	11	24	15	10	17	12	17	27	13	27
Methylobacterium_aquaticum	23	0	39	27	18	11	16	15	22	0	0	20
Rhodovulum_sp._NI22	22	10	45	31	27	0	14	13	13	8	0	8
Amorphus_coralli	13	7	29	18	14	9	13	14	27	15	10	21
Bacillus_glycinifermentans	0	0	0	58	0	0	80	17	35	0	0	0
Synechococcus_sp._JA-3-3Ab	23	0	0	60	10	0	37	0	38	21	0	0
Roseovarius_sp._TM1035	27	8	30	29	25	0	19	22	15	14	0	0
Synechococcus_sp._PCC_7336	12	0	16	48	15	0	31	0	37	16	3	10
Microvirga_sp._JC119	14	0	22	24	22	0	13	23	19	18	11	22
Desulfuromonas_sp._TF	8	0	12	11	12	18	18	27	19	17	19	27
Deltaproteobacteria_bacterium_CSP1-8	16	0	13	14	0	16	16	10	20	23	20	40
Geobacter_metallireducens	12	0	14	13	15	25	14	25	16	0	23	30
Porphyrobacter_sp._HL-46	17	0	17	27	24	12	18	14	20	16	11	11
Bacteroides_sp._SM23_62	9	0	16	0	13	21	18	21	0	26	39	23
Acidobacteria_bacterium_Ga0077551	17	1	15	26	17	7	24	18	18	25	9	9
Bosea_sp._WAO	13	6	24	28	20	15	19	15	12	10	0	23
Aureimonas_sp._Leaf324	18	6	21	27	19	0	16	19	22	21	0	16
Streptomycetaceae_unclassified	9	3	11	19	10	13	17	21	14	20	20	27
Nitrosomonas_communis	31	0	0	37	0	0	34	0	0	82	0	0
Thioalkalivibrio_sulfidiphilus	13	18	33	10	27	6	12	37	7	4	9	7
Desulfomicrobium_baculatum	0	0	25	0	22	16	18	37	9	0	32	24
Actinomyces_unclassified	9	4	15	11	15	18	15	26	18	19	17	15
Geitlerinema_sp._PCC_7105	18	0	14	24	0	0	29	4	75	18	0	0
Desulfuromonas_sp._WTL	7	0	15	7	20	14	19	20	14	11	23	32
Betaproteobacteria_bacterium_SG8_39	16	0	19	30	15	16	20	15	0	18	15	18
Bacteria_candidate_phyla_unclassified	9	8	8	6	15	28	13	19	15	8	25	28
Afifella_pfennigii	20	6	20	28	16	9	15	19	8	11	10	19
Loktanella_hongkongensis	18	10	28	26	22	7	15	12	10	16	4	13
Prosthecomicrobium_hirschii	18	7	24	21	17	16	16	13	13	12	7	16
Frankia_unclassified	14	2	17	20	10	7	16	13	20	22	17	21
Zavarzinella_formosa	16	0	0	14	11	23	15	14	24	15	25	22
Chelatococcus_sambhunathii	11	7	26	25	21	11	15	11	13	20	0	19
Scytonema_millei	21	13	12	21	13	8	25	16	16	17	5	12
Xanthobacter_unclassified	12	9	22	16	20	16	11	13	14	20	8	17
Rhodovibrio_salinarum	16	10	22	23	14	16	8	14	9	19	5	22
Corynebacterium_unclassified	9	4	11	11	8	12	15	20	23	19	12	34
Defluviimonas_sp._20V17	15	7	30	29	20	10	16	16	13	6	8	8
Leptolyngbya_sp._JSC-1	15	0	21	39	16	0	19	8	44	16	0	0
Jannaschia_sp._CCS1	19	13	41	36	25	0	14	14	15	0	0	0
Geitlerinema_sp._PCC_7407	15	0	0	35	10	5	38	10	33	31	0	0
Hyphomonas_sp._BRH_c22	19	0	16	27	10	0	27	21	20	26	0	11
Methylobacterium_sp._Leaf456	21	9	26	26	16	0	22	18	0	14	10	15
Betaproteobacteria_bacterium_Ga0077526	19	8	11	16	16	9	19	13	11	21	12	21
Coraliomargarita_akajimensis	13	22	37	10	16	7	17	23	14	0	8	8
Aureimonas_sp._Leaf454	10	10	31	28	15	13	16	0	20	17	0	15
Sulfitobacter_unclassified	14	4	43	33	13	6	23	6	12	5	8	7
Skermanella_aerolata	10	6	27	23	11	10	11	12	16	19	8	21
Candidatus_Accumulibacter_phosphatis	13	0	0	16	11	16	21	13	15	18	17	32
Methylobacterium_platani	12	0	20	25	18	19	15	13	12	19	0	19
Phaeodactylibacter_xiamenensis	7	0	0	53	31	0	28	16	14	23	0	0
Candidatus_Accumulibacter_unclassified	5	6	13	13	16	13	16	16	17	16	15	25
Marinovum_algicola	20	11	33	23	20	3	15	16	7	7	5	10
Desulfovibrio_alcoholivorans	9	0	12	0	17	16	12	27	18	14	22	23
Sphingobium_unclassified	11	4	18	29	13	12	18	14	5	22	10	14
Bosea_sp._AAP35	15	6	37	29	22	9	20	10	11	0	0	11
Burkholderiales_Genera_incertae_sedis_unclassified	12	3	14	15	14	12	21	15	11	23	9	20
Labrenzia_unclassified	16	6	23	22	15	11	16	19	12	8	5	16
Bosea_sp._LC85	20	7	21	18	13	14	13	15	10	16	0	22
Alpha_proteobacterium_AAP38	10	0	14	33	22	0	15	9	26	17	9	14
Alphaproteobacteria_bacterium_Ga0077535	34	0	4	40	0	0	25	0	14	38	0	14
Thioalkalivibrio_sp._ALSr1	0	16	34	15	36	0	10	37	0	0	0	21
Alkalilimnicola_ehrlichii	6	14	16	10	35	11	10	23	9	10	10	14
Celeribacter_sp._NH195	16	8	33	33	14	9	8	16	10	10	0	11
Bacteroidales_bacterium_TBC1	0	0	19	0	15	16	17	29	23	0	23	26
Desulfovibrionaceae_unclassified	12	4	15	5	12	21	9	26	17	10	19	17
Belnapia_moabensis	13	6	14	28	13	17	10	11	12	13	8	22
Rhizobiales_bacterium_Ga0077524	17	0	22	23	17	0	19	21	13	19	0	16
Aureimonas_sp._AU12	12	0	24	27	15	15	16	0	18	18	0	21
Geothrix_fermentans	12	0	11	13	11	12	11	20	20	16	18	21
Aurantimonas_coralicida	19	6	27	22	18	16	15	16	0	14	0	12
Betaproteobacteria_bacterium_Ga0077532	20	0	16	16	11	9	21	10	16	24	0	22
Phycisphaerae_bacterium_SG8_4	17	0	0	0	0	24	0	32	0	16	42	33
Geobacter_soli	0	0	9	0	7	19	22	25	22	17	18	25
Stenotrophomonas_unclassified	11	6	8	20	12	15	20	8	13	19	14	17
Desulfonatronum_lacustre	5	0	18	8	19	7	11	28	16	9	21	21
Desulfovibrio_putealis	8	0	17	9	11	14	16	19	12	15	16	26
Bosea_sp._Root381	14	0	19	28	12	11	17	15	16	12	0	19
Paracoccus_pantotrophus	17	20	45	34	22	0	9	0	0	0	0	15
Oceanicola_batsensis	16	9	27	26	18	12	14	8	12	6	7	7
Brevundimonas_unclassified	15	2	15	21	14	11	20	14	10	20	8	11
Thioalkalivibrio_thiocyanodenitrificans	7	13	19	8	22	8	16	31	12	7	9	9
Planctomycetaceae_bacterium_Ga0077529	14	0	0	17	10	15	13	21	13	23	19	16
Roseomonas_cervicalis	15	4	17	17	17	11	12	8	19	14	8	18
Parvularcula_oceani	16	1	11	22	14	5	27	15	21	13	5	10
Desulfobacteraceae_bacterium_RAAP-1	0	0	16	0	8	22	14	28	18	13	16	25
Spirochaeta_unclassified	1	13	40	3	23	8	10	25	13	7	6	10
Bacterium_YEK0313	14	4	21	16	20	9	15	15	16	14	0	15
Candidatus_Contendobacter_odensis	0	0	21	24	9	10	22	9	24	11	14	15
Mesorhizobium_plurifarium	14	0	24	22	20	17	9	17	0	20	0	15
Caldilinea_aerophila	6	0	0	13	14	18	16	16	21	12	16	26
Alpha_proteobacterium_AAP81b	6	8	22	23	15	7	16	0	18	17	10	16
Gemmatimonas_sp._SG8_23	13	0	0	30	7	6	16	16	10	33	15	12
Desulfonatronum_thioautotrophicum	0	0	14	0	11	24	12	28	11	0	32	26
Pleomorphomonas_koreensis	15	3	17	12	16	12	14	13	10	14	11	20
Bosea_vaviloviae	15	11	21	22	17	0	13	11	11	19	0	16
Hyphomicrobium_unclassified	14	4	12	28	8	8	20	12	18	11	6	14
Gemmobacter_nectariphilus	15	7	25	25	13	12	8	20	6	8	7	9
Pelomonas_unclassified	10	2	17	26	11	9	10	14	13	18	11	14
Oceaniovalibus_guishaninsula	12	9	31	33	13	4	13	8	16	6	2	8
Hoeflea_sp._BRH_c9	51	7	18	21	9	12	15	0	7	15	0	0
Stappia_stellulata	21	5	24	23	12	6	16	12	14	10	4	7
Corallococcus_coralloides	13	0	7	11	15	7	19	17	13	13	23	16
Thioclava_dalianensis	19	9	37	29	16	0	11	13	20	0	0	0
Maribius_sp._MOLA_401	20	2	22	21	10	17	8	14	12	12	3	12
Betaproteobacteria_bacterium_Ga0077523	9	0	13	19	9	15	22	10	0	28	11	17
Phycisphaerae_bacterium_SM23_30	0	0	12	0	0	14	13	28	27	12	23	24
Bacillus_sp._TH008	0	0	0	46	0	0	70	13	24	0	0	0
Acidobacteria_unclassified	20	0	5	20	11	10	28	15	10	15	11	7
Thiohalorhabdus_denitrificans	7	9	10	9	17	9	15	16	10	12	21	17
Prochlorothrix_hollandica	15	0	8	29	9	0	23	0	55	12	0	0
Bosea_thiooxidans	14	6	14	24	16	15	13	0	11	17	0	20
Shinella_unclassified	12	5	19	20	20	9	12	12	7	14	7	13
Desulfovibrio_gigas	0	7	15	0	11	15	13	29	13	9	17	21
Desulfovibrio_sp._TomC	0	0	24	0	0	18	24	19	16	0	23	26
Thermus_unclassified	12	0	9	10	11	15	6	23	15	18	11	19
Aurantimonas_unclassified	16	4	18	19	21	11	7	11	11	14	5	12
Geminocystis_herdmanii	8	0	120	0	15	0	0	0	6	0	0	0
Nitratireductor_sp._ZZ-1	16	0	25	24	11	0	13	11	9	24	0	16
Pseudoxanthomonas_unclassified	15	7	10	17	15	11	9	7	12	22	13	10
Aureimonas_sp._AU22	16	0	26	20	12	0	12	12	17	13	0	20
Methylibium_unclassified	12	3	12	18	11	8	13	11	17	15	8	19
Gordonia_unclassified	8	2	9	19	10	10	18	22	11	17	11	9
Unclassified_Betaproteobacteria_(miscellaneous)_unclassified	8	7	14	20	7	8	9	13	17	11	17	15
Uncultured_Desulfofustis_sp._PB-SRB1	0	0	16	0	23	14	11	29	13	6	13	20
Ornatilinea_apprima	0	0	0	11	13	18	16	20	19	11	15	22
Thiobacillus_thioparus	20	0	0	13	6	5	31	10	7	52	0	0
Actinobacteria_bacterium_Ga0077541	16	0	3	8	10	15	10	16	11	21	13	21
Rhodocyclaceae_unclassified	9	4	9	18	15	9	14	13	12	16	6	18
Alpha_proteobacterium_U9-1i	29	0	5	36	10	0	20	0	15	28	0	0
Bacterium_L21-Spi-D4	0	29	21	0	31	0	27	25	0	0	10	0
Desulfurivibrio_alkaliphilus	0	0	14	0	18	15	12	20	13	8	23	20
Citromicrobium_unclassified	8	4	9	26	16	14	20	10	11	8	6	10
Methylocystaceae_unclassified	10	6	11	18	12	14	18	10	12	18	4	8
Bradyrhizobium_sp._ORS_278	15	0	25	29	10	0	15	17	17	13	0	0
Halobacteria_unclassified	30	3	4	11	11	13	9	6	12	13	9	20
Desulfobacula_sp._TS	0	0	11	0	12	0	35	25	45	0	13	0
Blastopirellula_marina	10	0	0	13	15	17	16	20	8	13	11	17
Bacillaceae_unclassified	7	8	12	19	6	10	22	13	15	9	10	9
Halomonas_salina	0	6	11	15	16	0	16	38	0	21	0	17
Sagittula_stellata	18	5	13	29	12	6	12	11	11	6	3	13
Candidatus_Rokubacteria_bacterium_CSP1-6	10	0	8	10	5	20	16	13	12	9	17	19
Maritimibacter_alkaliphilus	13	2	25	25	17	5	10	11	10	11	3	6
Desulfobacterium_autotrophicum	0	7	14	0	15	7	16	33	18	0	12	16
Prevotella_unclassified	6	1	15	9	19	6	15	17	15	10	15	9
Loktanella_sp._3ANDIMAR09	18	6	23	20	19	0	14	12	0	9	0	16
Oscillochloris_trichoides	0	0	0	17	12	0	20	17	42	18	0	11
Actinobacteria_bacterium_66_15	13	0	0	0	0	11	12	15	23	16	22	24
Stigmatella_aurantiaca	12	0	5	17	10	9	9	19	17	3	16	18
Pelobacter_propionicus	6	3	8	4	16	18	9	13	15	8	17	18
Bradyrhizobium_sp._BTAi1	10	0	23	20	9	10	20	0	16	11	0	16
Rhizobacter_sp._Root404	19	0	13	21	8	7	17	0	13	22	0	15
Roseivivax_unclassified	14	6	33	26	9	8	9	8	6	9	1	5
Phenylobacterium_zucineum	8	2	14	16	11	7	12	12	7	21	10	14
Cyanothece_sp._PCC_7425	13	0	15	35	18	0	11	0	23	19	0	0
Burkholderiales_bacterium_JOSHI_001	12	9	11	17	0	0	11	10	19	13	16	16
Leisingera_sp._ANG-Vp	11	7	28	30	15	0	13	15	15	0	0	0
Desulfobulbus_mediterraneus	0	0	19	0	12	14	24	24	8	11	12	10
Planctomycetaceae_unclassified	12	0	10	17	3	15	13	13	8	15	17	10
Verrucomicrobiae_bacterium_DG1235	0	8	13	12	16	9	15	16	13	0	14	17
Bordetella_unclassified	5	4	15	10	11	3	15	12	10	15	14	18
Thalassobius_mediterraneus	13	0	27	29	26	0	15	7	15	0	0	0
Starkeya_novella	19	5	12	19	16	8	11	8	5	15	6	7
Hyphomonas_sp._CY54-11-8	10	0	13	25	14	0	16	29	0	7	0	17
Halothiobacillus_sp._XI15	14	4	12	2	39	0	10	21	6	5	12	6
Desulfonatronum_thiodismutans	0	0	13	8	9	18	12	20	5	8	20	18
Myxococcales_bacterium_SG8_38_1	0	0	0	25	15	11	21	0	15	25	0	19
Agrobacterium_unclassified	13	3	12	24	11	6	11	10	17	10	5	8
Ensifer_unclassified	11	5	16	18	11	10	8	8	6	12	6	19
Variovorax_sp._WDL1	8	0	8	18	13	0	21	16	8	16	0	22
Rhodanobacteraceae_unclassified	10	3	9	21	10	11	13	12	9	16	7	9
Desulfobulbaceae_bacterium_BRH_c16a	0	0	15	0	19	0	0	32	12	13	16	23
Blastochloris_viridis	6	4	22	15	1	13	12	10	8	10	9	19
Pedosphaera_parvula	14	0	0	19	0	18	10	9	11	0	15	33
Paracoccus_sp._4681	14	15	28	28	12	0	0	9	13	10	0	0
Desulfobulbus_unclassified	3	3	19	6	10	9	7	19	13	11	12	16
Solirubrobacter_soli	11	0	4	10	13	13	19	11	14	8	12	13
Methylocystis_sp._ATCC_49242	19	10	11	16	0	10	14	13	11	0	11	13
Alcanivorax_unclassified	11	7	7	3	14	9	14	15	15	10	6	16
Erythrobacteraceae_unclassified	19	4	14	18	14	7	14	5	16	5	5	6
Aureimonas_ureilytica	12	0	13	39	12	0	11	13	14	13	0	0
Euryhalocaulis_caribicus	13	10	11	21	6	6	25	9	16	3	0	7
Desulfovibrio_alkalitolerans	0	3	11	0	6	9	12	20	19	0	19	28
Alcaligenaceae_unclassified	10	1	9	11	11	7	11	13	13	12	10	18
Paracoccus_yeei	9	4	17	19	17	5	5	10	10	9	10	11
Ralstonia_solanacearum	17	0	11	11	18	0	12	13	9	18	0	16
Roseomonas_aerilata	12	3	10	8	13	17	10	8	12	12	8	12
Desulfovibrio_fructosivorans	0	0	8	0	9	0	17	25	19	12	19	16
Porphyrobacter_cryptus	8	3	11	16	19	4	17	5	18	8	6	9
Paracoccus_sp._361	12	0	27	35	13	0	13	8	9	7	0	0
Pannonibacter_unclassified	8	8	23	16	12	7	16	9	5	9	4	6
Acidobacteriaceae_bacterium_KBS_96	11	0	0	20	6	13	18	12	9	12	4	18
Rhodospirillaceae_bacterium_BRH_c57	11	4	14	16	6	9	15	9	5	11	5	18
Rhodobacteraceae_bacterium_O3.65	18	5	23	27	20	0	11	11	8	0	0	0
Serratia_unclassified	7	2	11	8	12	8	11	15	14	13	11	10
Cellulomonas_unclassified	9	2	11	17	5	14	10	7	11	7	9	20
Unclassified_Opitutaceae_unclassified	0	0	28	0	0	38	0	26	0	0	0	30
Marinobacter_subterrani	18	85	0	0	9	0	0	9	0	0	0	0
Microgenomates_group_unclassified	7	1	6	16	9	16	14	11	4	16	11	10
Halorhodospira_halophila	5	4	13	12	14	12	5	13	6	9	11	16
Clostridium_unclassified	5	21	13	3	9	13	8	11	14	5	7	11
Halanaerobium_unclassified	1	80	1	1	3	0	1	31	0	0	2	0
Rubellimicrobium_thermophilum	10	5	23	20	8	11	7	7	5	12	4	8
Acinetobacter_unclassified	11	4	14	6	12	11	10	12	11	7	10	11
Vibrio_unclassified	10	8	18	8	7	3	23	11	15	7	5	4
Desulfonatronospira_thiodismutans	0	10	8	0	11	12	6	17	15	0	19	21
Enterobacter_unclassified	5	3	7	15	4	10	13	12	14	13	7	15
Unclassified_Bacteria_(miscellaneous)_unclassified	10	3	9	9	16	7	9	12	5	8	14	16
Caulobacter_henricii	10	4	16	16	9	8	11	6	14	10	0	14
Aminobacter_sp._J41	13	7	21	21	12	0	11	9	0	13	0	11
Sphaerobacter_thermophilus	0	0	2	10	8	18	8	15	14	11	11	20
Haliscomenobacter_hydrossis	0	0	11	33	28	0	22	14	8	0	0	0
Thermithiobacillus_tepidarius	9	4	7	20	4	5	11	15	6	12	12	10
Nocardioidaceae_unclassified	9	2	3	14	10	4	13	15	15	3	13	14
Spirulina_subsalsa	0	0	27	14	16	0	16	0	39	3	0	0
Herbaspirillum_unclassified	7	3	9	10	5	12	12	12	8	7	13	16
Oceanicaulis_alexandrii	15	17	15	10	20	0	9	10	10	0	0	8
Paracoccus_sp._TRP	12	0	26	15	16	0	9	11	7	9	0	9
Loktanella_cinnabarina	3	3	24	20	9	5	12	6	10	6	4	12
Chryseobacterium_unclassified	14	8	10	9	12	5	15	17	12	4	4	3
Lysinimicrobium_unclassified	5	4	8	8	8	14	10	10	11	14	7	14
Porphyrobacter_sp._AAP60	13	0	15	15	15	7	14	11	11	0	0	12
Gemmatimonas_sp._SM23_52	9	0	0	17	0	0	13	12	10	17	16	19
Hyphomonadaceae_unclassified	9	0	11	12	18	5	15	14	12	8	3	5
Microvirga_lotononidis	11	5	17	14	11	0	18	11	15	0	0	10
Sulfitobacter_sp._20_GPM-1509m	13	0	22	21	15	0	11	12	18	0	0	0
Actinomadura_unclassified	5	0	5	14	8	9	12	3	15	20	7	13
Cyanothece_unclassified	8	4	28	15	22	3	3	3	20	3	0	2
Hyphomonas_polymorpha	4	0	8	18	11	0	20	26	10	12	0	2
Solimonas_unclassified	6	2	12	13	8	16	9	10	9	13	4	9
Roseiflexus_sp._RS-1	0	0	0	8	10	9	14	15	32	0	10	13
Marinobacter_sp._HL-58	16	34	8	0	39	0	0	13	0	0	0	0
Chromobacteriaceae_unclassified	10	4	7	8	9	8	16	11	11	16	6	4
Bosea_sp._UNC402CLCol	11	0	21	17	13	0	13	0	14	10	0	11
Wenzhouxiangella_marina	7	0	10	18	4	9	12	11	11	9	9	10
Aminobacter_sp._Root100	16	3	18	16	13	0	20	6	0	0	0	18
Neosynechococcus_sphagnicola	9	0	14	31	8	0	11	0	26	10	0	0
Ideonella_sp._201-F6	12	4	10	10	8	5	9	7	6	17	6	15
Methylobacterium_sp._Leaf99	14	0	11	19	0	0	20	14	11	14	0	6
Ramlibacter_sp._Leaf400	0	0	14	19	9	0	19	13	0	13	0	22
Hydrogenophaga_unclassified	14	0	7	9	6	12	16	7	4	17	7	9
Pantoea_unclassified	2	2	2	18	4	5	38	5	19	6	1	6
Magnetospirillum_gryphiswaldense	6	5	12	12	9	9	9	3	6	11	12	14
Hymenobacter_unclassified	10	0	5	18	8	2	12	13	9	12	10	9
Methylobacterium_nodulans	8	3	11	18	7	6	11	9	5	14	5	11
Chloroflexi_unclassified	7	0	3	11	2	15	7	9	12	8	18	16
Thioclava_pacifica	13	0	18	16	14	3	10	8	7	10	3	6
Reyranella_massiliensis	5	2	11	10	7	16	13	8	12	8	8	8
Sulfitobacter_pseudonitzschiae	18	6	19	27	14	0	12	0	12	0	0	0
Martelella_sp._AD-3	0	0	18	20	13	0	15	7	14	12	0	9
Limnochorda_pilosa	0	0	6	0	16	9	13	12	9	13	16	14
Belnapia_unclassified	8	5	9	15	10	11	7	10	5	11	6	10
Rhizobiales_bacterium_Ga0077525	22	0	19	20	0	0	15	0	0	16	0	15
Symbiobacterium_thermophilum	0	0	11	14	0	11	6	11	14	9	20	11
Methylomicrobium_unclassified	5	3	12	11	10	9	10	10	21	3	3	8
Leisingera_sp._ANG-M1	19	0	28	19	16	0	0	9	14	0	0	0
Microvirga_lupini	0	0	12	19	14	0	13	15	17	0	0	15
Rubrivivax_unclassified	5	3	8	15	8	8	9	9	9	12	5	13
Loktanella_unclassified	8	4	19	26	3	3	9	7	5	7	4	9
Halomonas_sp._KM-1	9	1	10	18	17	0	10	11	0	10	0	18
Marinobacter_hydrocarbonoclasticus	0	97	7	0	0	0	0	0	0	0	0	0
Methylobacterium_tarhaniae	0	12	27	26	14	0	0	11	14	0	0	0
Microcystis_unclassified	11	4	11	8	11	5	11	5	17	11	6	3
Caulobacteraceae_unclassified	10	1	14	16	7	3	8	9	12	9	4	10
Intrasporangiaceae_unclassified	5	2	10	16	9	8	14	5	8	14	4	8
Draconibacterium_orientale	0	18	27	0	32	0	0	26	0	0	0	0
Oscillatoriales_cyanobacterium_JSC-12	18	0	9	19	8	0	0	0	39	9	0	0
Halomonas_sp._BC04	16	18	11	0	24	0	0	22	11	0	0	0
Pseudomonas_aeruginosa	0	0	17	13	14	0	14	15	0	11	0	18
Desulfobacter_postgatei	0	0	13	0	11	6	11	36	17	0	8	0
Syntrophorhabdus_aromaticivorans	0	0	6	0	7	19	5	11	15	9	11	19
Ruegeria_pomeroyi	14	3	16	17	11	4	10	6	4	7	4	5
Bryobacter_aggregatus	17	0	0	12	6	0	21	8	8	11	5	13
Labrenzia_aggregata	17	0	21	36	0	0	12	0	14	0	0	0
Paenirhodobacter_enshiensis	7	4	15	14	8	8	9	9	14	5	7	0
Hyphomonas_johnsonii	10	0	6	14	10	0	16	11	10	10	0	12
Thioalkalivibrio_nitratireducens	5	6	11	9	12	9	6	10	11	7	0	13
Mizugakiibacter_sediminis	12	0	8	14	9	8	11	7	0	11	7	12
Oceanithermus_profundus	0	0	7	6	7	8	13	13	11	8	13	13
Phaeobacter_unclassified	9	3	17	18	8	1	11	12	5	5	4	5
Erythrobacter_sp._JL475	15	0	13	18	14	8	14	0	9	0	0	7
Dongia_sp._URHE0060	8	3	13	14	7	3	6	6	11	11	8	8
Pseudooceanicola_atlanticus	12	1	22	18	6	4	7	5	11	6	0	6
Rhodopseudomonas_sp._AAP120	8	0	18	21	16	0	0	19	16	0	0	0
Pirellula_staleyi	0	0	10	7	0	14	14	13	5	11	13	11
Filamentous_cyanobacterium_ESFC-1	0	0	28	28	0	0	12	0	30	0	0	0
Acidocella_unclassified	3	4	17	15	8	3	10	9	8	4	3	13
Sediminimonas_qiaohouensis	13	5	12	15	9	4	6	6	4	8	8	7
Chelativorans_sp._BNC1	0	0	12	14	15	8	11	0	12	11	0	14
Desulfovibrio_vulgaris	0	0	0	13	0	13	6	0	0	13	18	34
Cystobacter_violaceus	12	0	0	11	6	0	12	0	10	16	13	16
Paracoccus_zeaxanthinifaciens	9	3	15	17	7	6	5	8	14	6	4	2
Chelativorans_sp._J32	0	5	12	10	8	9	14	10	15	13	0	0
Clostridiales_bacterium_PH28_bin88	0	0	5	0	7	17	10	16	11	6	8	16
Methylibium_sp._NZG	0	0	7	25	0	12	13	15	0	13	0	11
Myxococcus_sp._mixupus	0	0	0	13	0	0	17	18	15	15	0	18
Anaerolineae_bacterium_SG8_19	0	0	0	0	0	11	13	11	20	9	19	13
Conexibacter_woesei	0	0	7	7	7	10	16	11	14	11	0	12
Meiothermus_chliarophilus	0	0	0	18	11	0	11	10	11	7	7	20
Propionibacterium_unclassified	6	3	6	7	6	6	9	6	8	8	16	13
Desulfuromonadales_unclassified	7	6	1	6	8	9	8	14	6	7	6	16
Roseovarius_mucosus	7	3	14	13	15	6	8	2	7	11	4	4
Roseovarius_nubinhibens	11	6	14	21	4	6	6	7	4	5	5	5
Xanthobacter_sp._126	6	0	20	16	11	0	0	0	13	15	0	13
Hyphomonas_chukchiensis	16	0	13	13	0	0	11	15	13	13	0	0
Burkholderiales_bacterium_GJ-E10	14	0	11	16	10	13	20	0	0	10	0	0
Methylococcus_capsulatus	0	7	7	12	14	7	8	11	3	8	0	17
Thermoanaerobaculum_aquaticum	0	0	5	8	7	9	10	15	9	11	7	13
Rubinisphaera_brasiliensis	0	0	0	11	0	13	0	12	13	12	15	18
Archangium_gephyra	12	0	0	14	0	15	10	10	7	0	14	11
Methylocystis_unclassified	4	6	7	16	10	8	10	2	7	14	3	6
Azorhizobium_doebereinerae	4	1	7	15	10	4	13	10	9	13	0	7
Desulfobacter_curvatus	0	0	13	0	12	0	12	19	8	6	10	13
Ilumatobacter_coccineus	0	0	0	9	15	8	9	11	11	18	0	12
Azospira_oryzae	6	3	4	6	5	9	12	9	14	6	9	9
Alkaliflexus_imshenetskii	3	13	10	0	11	2	15	11	14	4	0	9
Bradyrhizobium_sp._ARR65	13	0	15	25	11	0	14	0	0	0	0	14
Afipia_sp._P52-10	11	0	15	23	0	0	20	10	0	13	0	0
Roseovarius_sp._BRH_c41	9	6	24	21	15	0	6	0	0	11	0	0
Desulfatibacillum_aliphaticivorans	0	0	20	0	9	0	15	13	10	5	7	13
Dethiosulfatarculus_sandiegensis	0	0	14	0	0	19	0	21	0	0	16	22
Chloroflexus_unclassified	1	2	10	9	17	1	9	10	16	3	6	7
Thiomonas_unclassified	6	4	9	12	13	8	7	12	4	6	4	6
Ruegeria_unclassified	5	7	18	16	9	2	10	4	5	5	5	5
Oscillatoria_sp._PCC_10802	11	0	10	16	13	0	13	0	28	0	0	0
Luteimonas_sp._J29	0	0	11	6	16	0	17	15	0	11	0	15
Gammaproteobacteria_bacterium_MFB021	0	0	14	18	13	0	13	7	0	15	0	11
Myxococcaceae_unclassified	3	2	7	12	4	4	10	11	8	6	9	14
Bifidobacterium_unclassified	2	1	12	10	4	13	5	11	11	2	12	7
Bacillus_subtilis_group_unclassified	0	0	0	28	0	0	39	7	16	0	0	0
Rhodomicrobium_unclassified	3	0	8	16	9	4	9	10	6	15	5	4
Kaistia_adipata	6	7	10	7	15	8	10	5	6	8	0	7
Desulfobacterales_unclassified	4	2	10	2	6	9	4	12	13	5	8	14
Rhodopirellula_unclassified	7	1	6	9	4	7	7	10	6	9	12	11
Marinobacter_sp._LQ44	0	84	0	0	0	0	0	5	0	0	0	0
Microbacterium_sp._Root180	0	0	0	24	0	0	42	0	23	0	0	0
Thioalkalivibrio_thiocyanoxidans	7	3	7	8	9	14	4	10	9	6	0	11
Dickeya_unclassified	6	1	4	10	9	5	10	10	7	4	9	13
Rhizobacter_unclassified	10	1	6	11	3	6	11	8	6	9	5	12
Azohydromonas_australica	10	3	2	14	9	7	6	8	12	7	0	10
Pseudohaliea_rubra	9	3	10	10	7	0	11	6	8	10	0	14
Desulfovibrio_brasiliensis	0	0	10	0	9	0	13	17	13	0	15	11
Nostocaceae_unclassified	3	4	15	13	12	5	6	9	12	6	1	1
Amycolatopsis_unclassified	12	1	7	8	7	9	5	8	5	7	8	10
Magnetospirillum_magneticum	3	5	9	10	13	0	6	5	12	8	4	12
Thauera_phenylacetica	10	0	9	10	8	9	11	0	6	6	6	12
Planctomycetes_unclassified	12	2	4	5	2	9	5	10	11	7	13	7
Armatimonadetes_bacterium_CSP1-3	10	0	0	9	0	0	0	18	0	0	25	25
Desulfovibrio_alaskensis	0	34	20	0	8	0	10	7	8	0	0	0
Chitinimonas_koreensis	0	3	7	8	8	0	13	12	14	9	0	13
Draconibacterium_sediminis	0	0	30	0	32	0	0	25	0	0	0	0
Xanthobacter_autotrophicus	10	0	6	15	13	5	7	13	0	5	6	6
Neisseria_unclassified	5	3	5	6	8	7	8	10	12	3	7	12
Pseudorhodobacter_psychrotolerans	14	0	20	21	8	0	0	0	14	9	0	0
Thiomonas_sp._FB-6	0	2	13	12	11	10	0	10	0	8	0	20
Syntrophus_aciditrophicus	0	0	9	0	9	10	0	16	5	10	15	12
Microvirga_vignae	0	0	10	16	6	0	0	16	0	21	0	17
Ralstonia_unclassified	3	0	7	10	4	7	12	8	6	11	8	9
